n = 1 | d = 1 | goodJ.size() = 0 | err = 0.0
n = 891 | d = 141 | goodJ.size() = 3 | err = 0.4915824915824916
n = 891 | d = 151 | goodJ.size() = 5 | err = 0.47923681257014594
n = 891 | d = 161 | goodJ.size() = 1 | err = 0.4725028058361392
n = 891 | d = 171 | goodJ.size() = 7 | err = 0.4971941638608306
n = 891 | d = 181 | goodJ.size() = 5 | err = 0.4870931537598205
n = 891 | d = 191 | goodJ.size() = 0 | err = 0.5117845117845118
n = 891 | d = 201 | goodJ.size() = 3 | err = 0.5061728395061729
n = 891 | d = 211 | goodJ.size() = 7 | err = 0.4758698092031426
n = 891 | d = 221 | goodJ.size() = 3 | err = 0.516273849607183
n = 891 | d = 231 | goodJ.size() = 5 | err = 0.5095398428731762
n = 891 | d = 241 | goodJ.size() = 4 | err = 0.5016835016835017
n = 891 | d = 251 | goodJ.size() = 5 | err = 0.4725028058361392
n = 891 | d = 261 | goodJ.size() = 4 | err = 0.5028058361391695
n = 891 | d = 271 | goodJ.size() = 6 | err = 0.43995510662177334
n = 891 | d = 281 | goodJ.size() = 2 | err = 0.5398428731762066
n = 891 | d = 291 | goodJ.size() = 10 | err = 0.5072951739618407
n = 891 | d = 301 | goodJ.size() = 6 | err = 0.48484848484848486
n = 891 | d = 311 | goodJ.size() = 9 | err = 0.5140291806958474
n = 891 | d = 321 | goodJ.size() = 5 | err = 0.5207631874298542
n = 891 | d = 331 | goodJ.size() = 9 | err = 0.4769921436588104
n = 891 | d = 341 | goodJ.size() = 12 | err = 0.47923681257014594
n = 891 | d = 351 | goodJ.size() = 8 | err = 0.4803591470258137
n = 891 | d = 361 | goodJ.size() = 11 | err = 0.5084175084175084
n = 891 | d = 371 | goodJ.size() = 8 | err = 0.4983164983164984
n = 891 | d = 381 | goodJ.size() = 7 | err = 0.5028058361391695
n = 891 | d = 391 | goodJ.size() = 7 | err = 0.5151515151515152
n = 891 | d = 401 | goodJ.size() = 2 | err = 0.5084175084175084
n = 891 | d = 411 | goodJ.size() = 7 | err = 0.49046015712682384
n = 891 | d = 421 | goodJ.size() = 6 | err = 0.5061728395061729
n = 891 | d = 431 | goodJ.size() = 11 | err = 0.4927048260381594
n = 891 | d = 441 | goodJ.size() = 7 | err = 0.5061728395061729
n = 891 | d = 451 | goodJ.size() = 7 | err = 0.5050505050505051
n = 891 | d = 461 | goodJ.size() = 10 | err = 0.4814814814814815
n = 891 | d = 471 | goodJ.size() = 8 | err = 0.5129068462401796
n = 891 | d = 481 | goodJ.size() = 11 | err = 0.4837261503928171
n = 891 | d = 491 | goodJ.size() = 8 | err = 0.5297418630751964
n = 891 | d = 501 | goodJ.size() = 16 | err = 0.521885521885522
n = 891 | d = 511 | goodJ.size() = 9 | err = 0.4870931537598205
n = 891 | d = 521 | goodJ.size() = 13 | err = 0.4646464646464647
n = 891 | d = 531 | goodJ.size() = 10 | err = 0.5342312008978676
n = 891 | d = 541 | goodJ.size() = 13 | err = 0.516273849607183
n = 891 | d = 551 | goodJ.size() = 13 | err = 0.49046015712682384
n = 891 | d = 561 | goodJ.size() = 10 | err = 0.48933782267115605
n = 891 | d = 571 | goodJ.size() = 12 | err = 0.5230078563411897
n = 891 | d = 581 | goodJ.size() = 9 | err = 0.4927048260381594
n = 891 | d = 591 | goodJ.size() = 19 | err = 0.49046015712682384
n = 891 | d = 601 | goodJ.size() = 15 | err = 0.5286195286195287
n = 891 | d = 611 | goodJ.size() = 15 | err = 0.5039281705948373
n = 891 | d = 621 | goodJ.size() = 18 | err = 0.5072951739618407
n = 891 | d = 631 | goodJ.size() = 17 | err = 0.5016835016835017
n = 891 | d = 641 | goodJ.size() = 18 | err = 0.4859708193041527
n = 891 | d = 651 | goodJ.size() = 15 | err = 0.4915824915824916
n = 891 | d = 661 | goodJ.size() = 12 | err = 0.5196408529741864
n = 891 | d = 671 | goodJ.size() = 11 | err = 0.5016835016835017
n = 891 | d = 681 | goodJ.size() = 11 | err = 0.4938271604938272
n = 891 | d = 691 | goodJ.size() = 19 | err = 0.5173961840628508
n = 891 | d = 701 | goodJ.size() = 13 | err = 0.5016835016835017
n = 891 | d = 711 | goodJ.size() = 19 | err = 0.510662177328844
n = 891 | d = 721 | goodJ.size() = 14 | err = 0.48821548821548827
n = 891 | d = 731 | goodJ.size() = 22 | err = 0.516273849607183
n = 891 | d = 741 | goodJ.size() = 13 | err = 0.500561167227834
n = 891 | d = 751 | goodJ.size() = 19 | err = 0.47923681257014594
n = 891 | d = 761 | goodJ.size() = 24 | err = 0.4915824915824916
n = 891 | d = 771 | goodJ.size() = 12 | err = 0.4915824915824916
n = 891 | d = 781 | goodJ.size() = 13 | err = 0.4983164983164984
n = 891 | d = 791 | goodJ.size() = 9 | err = 0.500561167227834
n = 891 | d = 801 | goodJ.size() = 18 | err = 0.4814814814814815
n = 891 | d = 811 | goodJ.size() = 23 | err = 0.49943883277216616
n = 891 | d = 821 | goodJ.size() = 23 | err = 0.5072951739618407
n = 891 | d = 831 | goodJ.size() = 20 | err = 0.452300785634119
n = 891 | d = 841 | goodJ.size() = 15 | err = 0.510662177328844
n = 891 | d = 851 | goodJ.size() = 14 | err = 0.48933782267115605
n = 891 | d = 861 | goodJ.size() = 15 | err = 0.49607182940516276
n = 891 | d = 871 | goodJ.size() = 25 | err = 0.5016835016835017
n = 891 | d = 881 | goodJ.size() = 15 | err = 0.4870931537598205
n = 891 | d = 891 | goodJ.size() = 25 | err = 0.5308641975308642
n = 891 | d = 901 | goodJ.size() = 14 | err = 0.5084175084175084
n = 891 | d = 911 | goodJ.size() = 19 | err = 0.4971941638608306
n = 891 | d = 921 | goodJ.size() = 25 | err = 0.5061728395061729
n = 891 | d = 931 | goodJ.size() = 22 | err = 0.48821548821548827
n = 891 | d = 941 | goodJ.size() = 26 | err = 0.516273849607183
n = 891 | d = 951 | goodJ.size() = 22 | err = 0.5039281705948373
n = 891 | d = 961 | goodJ.size() = 25 | err = 0.5185185185185186
n = 891 | d = 971 | goodJ.size() = 21 | err = 0.4814814814814815
n = 891 | d = 981 | goodJ.size() = 20 | err = 0.48821548821548827
n = 891 | d = 991 | goodJ.size() = 30 | err = 0.4870931537598205
n = 901 | d = 1 | goodJ.size() = 0 | err = 0.4938956714761376
n = 901 | d = 11 | goodJ.size() = 1 | err = 0.5127635960044395
n = 901 | d = 21 | goodJ.size() = 0 | err = 0.5172031076581576
n = 901 | d = 31 | goodJ.size() = 0 | err = 0.4961154273029967
n = 901 | d = 41 | goodJ.size() = 3 | err = 0.5227524972253053
n = 901 | d = 51 | goodJ.size() = 1 | err = 0.4916759156492786
n = 901 | d = 61 | goodJ.size() = 0 | err = 0.5027746947835738
n = 901 | d = 71 | goodJ.size() = 0 | err = 0.5172031076581576
n = 901 | d = 81 | goodJ.size() = 0 | err = 0.4872364039955605
n = 901 | d = 91 | goodJ.size() = 1 | err = 0.5194228634850167
n = 901 | d = 101 | goodJ.size() = 3 | err = 0.4772475027746948
n = 901 | d = 111 | goodJ.size() = 5 | err = 0.5072142064372919
n = 901 | d = 121 | goodJ.size() = 2 | err = 0.5094339622641509
n = 901 | d = 131 | goodJ.size() = 6 | err = 0.46170921198668147
n = 901 | d = 141 | goodJ.size() = 5 | err = 0.462819089900111
n = 901 | d = 151 | goodJ.size() = 2 | err = 0.4894561598224195
n = 901 | d = 161 | goodJ.size() = 3 | err = 0.5061043285238623
n = 901 | d = 171 | goodJ.size() = 5 | err = 0.5138734739178691
n = 901 | d = 181 | goodJ.size() = 3 | err = 0.5149833518312986
n = 901 | d = 191 | goodJ.size() = 6 | err = 0.49056603773584906
n = 901 | d = 201 | goodJ.size() = 3 | err = 0.5049944506104329
n = 901 | d = 211 | goodJ.size() = 4 | err = 0.49056603773584906
n = 901 | d = 221 | goodJ.size() = 2 | err = 0.5305216426193119
n = 901 | d = 231 | goodJ.size() = 3 | err = 0.49833518312985575
n = 901 | d = 241 | goodJ.size() = 4 | err = 0.5083240843507214
n = 901 | d = 251 | goodJ.size() = 3 | err = 0.47391786903440625
n = 901 | d = 261 | goodJ.size() = 4 | err = 0.4894561598224195
n = 901 | d = 271 | goodJ.size() = 4 | err = 0.5227524972253053
n = 901 | d = 281 | goodJ.size() = 6 | err = 0.4938956714761376
n = 901 | d = 291 | goodJ.size() = 3 | err = 0.5083240843507214
n = 901 | d = 301 | goodJ.size() = 3 | err = 0.5149833518312986
n = 901 | d = 311 | goodJ.size() = 6 | err = 0.5094339622641509
n = 901 | d = 321 | goodJ.size() = 9 | err = 0.49500554938956715
n = 901 | d = 331 | goodJ.size() = 10 | err = 0.5061043285238623
n = 901 | d = 341 | goodJ.size() = 7 | err = 0.49833518312985575
n = 901 | d = 351 | goodJ.size() = 8 | err = 0.5083240843507214
n = 901 | d = 361 | goodJ.size() = 7 | err = 0.48834628190899004
n = 901 | d = 371 | goodJ.size() = 8 | err = 0.49833518312985575
n = 901 | d = 381 | goodJ.size() = 6 | err = 0.5149833518312986
n = 901 | d = 391 | goodJ.size() = 5 | err = 0.49944506104328523
n = 901 | d = 401 | goodJ.size() = 12 | err = 0.4794672586015538
n = 901 | d = 411 | goodJ.size() = 10 | err = 0.47613762486126526
n = 901 | d = 421 | goodJ.size() = 10 | err = 0.4916759156492786
n = 901 | d = 431 | goodJ.size() = 7 | err = 0.51165371809101
n = 901 | d = 441 | goodJ.size() = 10 | err = 0.5183129855715871
n = 901 | d = 451 | goodJ.size() = 12 | err = 0.44617092119866814
n = 901 | d = 461 | goodJ.size() = 16 | err = 0.5249722530521642
n = 901 | d = 471 | goodJ.size() = 13 | err = 0.51165371809101
n = 901 | d = 481 | goodJ.size() = 7 | err = 0.5094339622641509
n = 901 | d = 491 | goodJ.size() = 7 | err = 0.48390677025527196
n = 901 | d = 501 | goodJ.size() = 8 | err = 0.5172031076581576
n = 901 | d = 511 | goodJ.size() = 10 | err = 0.49500554938956715
n = 901 | d = 521 | goodJ.size() = 7 | err = 0.4938956714761376
n = 901 | d = 531 | goodJ.size() = 6 | err = 0.4794672586015538
n = 901 | d = 541 | goodJ.size() = 18 | err = 0.49944506104328523
n = 901 | d = 551 | goodJ.size() = 17 | err = 0.5072142064372919
n = 901 | d = 561 | goodJ.size() = 18 | err = 0.46947835738068816
n = 901 | d = 571 | goodJ.size() = 12 | err = 0.4816870144284129
n = 901 | d = 581 | goodJ.size() = 20 | err = 0.47613762486126526
n = 901 | d = 591 | goodJ.size() = 17 | err = 0.48390677025527196
n = 901 | d = 601 | goodJ.size() = 13 | err = 0.5072142064372919
n = 901 | d = 611 | goodJ.size() = 13 | err = 0.5072142064372919
n = 901 | d = 621 | goodJ.size() = 16 | err = 0.516093229744728
n = 901 | d = 631 | goodJ.size() = 19 | err = 0.5183129855715871
n = 901 | d = 641 | goodJ.size() = 13 | err = 0.48057713651498335
n = 901 | d = 651 | goodJ.size() = 20 | err = 0.4872364039955605
n = 901 | d = 661 | goodJ.size() = 8 | err = 0.48057713651498335
n = 901 | d = 671 | goodJ.size() = 13 | err = 0.5083240843507214
n = 901 | d = 681 | goodJ.size() = 15 | err = 0.5016648168701443
n = 901 | d = 691 | goodJ.size() = 17 | err = 0.5294117647058824
n = 901 | d = 701 | goodJ.size() = 19 | err = 0.5072142064372919
n = 901 | d = 711 | goodJ.size() = 19 | err = 0.47391786903440625
n = 901 | d = 721 | goodJ.size() = 14 | err = 0.48612652608213097
n = 901 | d = 731 | goodJ.size() = 17 | err = 0.4816870144284129
n = 901 | d = 741 | goodJ.size() = 20 | err = 0.5061043285238623
n = 901 | d = 751 | goodJ.size() = 15 | err = 0.4972253052164262
n = 901 | d = 761 | goodJ.size() = 17 | err = 0.5183129855715871
n = 901 | d = 771 | goodJ.size() = 16 | err = 0.5061043285238623
n = 901 | d = 781 | goodJ.size() = 18 | err = 0.4827968923418424
n = 901 | d = 791 | goodJ.size() = 18 | err = 0.4827968923418424
n = 901 | d = 801 | goodJ.size() = 22 | err = 0.5061043285238623
n = 901 | d = 811 | goodJ.size() = 20 | err = 0.4683684794672586
n = 901 | d = 821 | goodJ.size() = 14 | err = 0.5038845726970034
n = 901 | d = 831 | goodJ.size() = 23 | err = 0.4938956714761376
n = 901 | d = 841 | goodJ.size() = 19 | err = 0.5194228634850167
n = 901 | d = 851 | goodJ.size() = 17 | err = 0.5127635960044395
n = 901 | d = 861 | goodJ.size() = 21 | err = 0.5183129855715871
n = 901 | d = 871 | goodJ.size() = 34 | err = 0.49500554938956715
n = 901 | d = 881 | goodJ.size() = 14 | err = 0.5305216426193119
n = 901 | d = 891 | goodJ.size() = 19 | err = 0.5227524972253053
n = 901 | d = 901 | goodJ.size() = 18 | err = 0.49944506104328523
n = 901 | d = 911 | goodJ.size() = 32 | err = 0.5105438401775805
n = 901 | d = 921 | goodJ.size() = 15 | err = 0.5094339622641509
n = 901 | d = 931 | goodJ.size() = 32 | err = 0.49833518312985575
n = 901 | d = 941 | goodJ.size() = 19 | err = 0.4894561598224195
n = 901 | d = 951 | goodJ.size() = 16 | err = 0.5149833518312986
n = 901 | d = 961 | goodJ.size() = 19 | err = 0.5005549389567148
n = 901 | d = 971 | goodJ.size() = 25 | err = 0.5138734739178691
n = 901 | d = 981 | goodJ.size() = 29 | err = 0.4916759156492786
n = 901 | d = 991 | goodJ.size() = 25 | err = 0.5105438401775805
n = 911 | d = 1 | goodJ.size() = 0 | err = 0.47091108671789245
n = 911 | d = 11 | goodJ.size() = 0 | err = 0.4774972557628979
n = 911 | d = 21 | goodJ.size() = 0 | err = 0.4961580680570801
n = 911 | d = 31 | goodJ.size() = 0 | err = 0.4950603732162459
n = 911 | d = 41 | goodJ.size() = 0 | err = 0.4829857299670692
n = 911 | d = 51 | goodJ.size() = 1 | err = 0.4840834248079034
n = 911 | d = 61 | goodJ.size() = 1 | err = 0.4785949506037322
n = 911 | d = 71 | goodJ.size() = 3 | err = 0.4983534577387487
n = 911 | d = 81 | goodJ.size() = 4 | err = 0.5203073545554336
n = 911 | d = 91 | goodJ.size() = 1 | err = 0.4785949506037322
n = 911 | d = 101 | goodJ.size() = 2 | err = 0.4807903402854007
n = 911 | d = 111 | goodJ.size() = 3 | err = 0.5126234906695939
n = 911 | d = 121 | goodJ.size() = 2 | err = 0.49176728869374314
n = 911 | d = 131 | goodJ.size() = 4 | err = 0.4829857299670692
n = 911 | d = 141 | goodJ.size() = 4 | err = 0.5236004390779363
n = 911 | d = 151 | goodJ.size() = 3 | err = 0.5170142700329309
n = 911 | d = 161 | goodJ.size() = 4 | err = 0.5170142700329309
n = 911 | d = 171 | goodJ.size() = 8 | err = 0.4698133918770582
n = 911 | d = 181 | goodJ.size() = 1 | err = 0.49396267837541163
n = 911 | d = 191 | goodJ.size() = 3 | err = 0.5225027442371021
n = 911 | d = 201 | goodJ.size() = 2 | err = 0.5060373216245884
n = 911 | d = 211 | goodJ.size() = 3 | err = 0.4763995609220637
n = 911 | d = 221 | goodJ.size() = 7 | err = 0.48518111964873767
n = 911 | d = 231 | goodJ.size() = 4 | err = 0.49396267837541163
n = 911 | d = 241 | goodJ.size() = 2 | err = 0.5027442371020856
n = 911 | d = 251 | goodJ.size() = 6 | err = 0.5071350164654226
n = 911 | d = 261 | goodJ.size() = 4 | err = 0.5115257958287597
n = 911 | d = 271 | goodJ.size() = 4 | err = 0.5082327113062569
n = 911 | d = 281 | goodJ.size() = 3 | err = 0.4763995609220637
n = 911 | d = 291 | goodJ.size() = 7 | err = 0.5192096597145993
n = 911 | d = 301 | goodJ.size() = 4 | err = 0.4961580680570801
n = 911 | d = 311 | goodJ.size() = 13 | err = 0.4829857299670692
n = 911 | d = 321 | goodJ.size() = 12 | err = 0.4983534577387487
n = 911 | d = 331 | goodJ.size() = 6 | err = 0.4829857299670692
n = 911 | d = 341 | goodJ.size() = 16 | err = 0.5071350164654226
n = 911 | d = 351 | goodJ.size() = 4 | err = 0.5181119648737651
n = 911 | d = 361 | goodJ.size() = 15 | err = 0.5246981339187706
n = 911 | d = 371 | goodJ.size() = 10 | err = 0.4829857299670692
n = 911 | d = 381 | goodJ.size() = 9 | err = 0.4961580680570801
n = 911 | d = 391 | goodJ.size() = 8 | err = 0.5093304061470911
n = 911 | d = 401 | goodJ.size() = 15 | err = 0.47530186608122943
n = 911 | d = 411 | goodJ.size() = 6 | err = 0.4796926454445664
n = 911 | d = 421 | goodJ.size() = 8 | err = 0.4829857299670692
n = 911 | d = 431 | goodJ.size() = 15 | err = 0.4972557628979144
n = 911 | d = 441 | goodJ.size() = 8 | err = 0.5115257958287597
n = 911 | d = 451 | goodJ.size() = 12 | err = 0.4950603732162459
n = 911 | d = 461 | goodJ.size() = 13 | err = 0.5060373216245884
n = 911 | d = 471 | goodJ.size() = 12 | err = 0.5016465422612514
n = 911 | d = 481 | goodJ.size() = 12 | err = 0.4763995609220637
n = 911 | d = 491 | goodJ.size() = 10 | err = 0.4950603732162459
n = 911 | d = 501 | goodJ.size() = 12 | err = 0.4796926454445664
n = 911 | d = 511 | goodJ.size() = 11 | err = 0.5268935236004391
n = 911 | d = 521 | goodJ.size() = 15 | err = 0.46871569703622395
n = 911 | d = 531 | goodJ.size() = 8 | err = 0.5170142700329309
n = 911 | d = 541 | goodJ.size() = 15 | err = 0.4785949506037322
n = 911 | d = 551 | goodJ.size() = 16 | err = 0.5082327113062569
n = 911 | d = 561 | goodJ.size() = 16 | err = 0.5148188803512623
n = 911 | d = 571 | goodJ.size() = 16 | err = 0.4961580680570801
n = 911 | d = 581 | goodJ.size() = 17 | err = 0.4632272228320527
n = 911 | d = 591 | goodJ.size() = 14 | err = 0.5257958287596048
n = 911 | d = 601 | goodJ.size() = 13 | err = 0.4621295279912185
n = 911 | d = 611 | goodJ.size() = 14 | err = 0.47310647639956094
n = 911 | d = 621 | goodJ.size() = 13 | err = 0.5422612513721186
n = 911 | d = 631 | goodJ.size() = 17 | err = 0.4588364434687157
n = 911 | d = 641 | goodJ.size() = 15 | err = 0.5104281009879253
n = 911 | d = 651 | goodJ.size() = 15 | err = 0.46432491767288697
n = 911 | d = 661 | goodJ.size() = 13 | err = 0.48737650933040616
n = 911 | d = 671 | goodJ.size() = 15 | err = 0.5225027442371021
n = 911 | d = 681 | goodJ.size() = 16 | err = 0.4961580680570801
n = 911 | d = 691 | goodJ.size() = 11 | err = 0.5016465422612514
n = 911 | d = 701 | goodJ.size() = 11 | err = 0.4785949506037322
n = 911 | d = 711 | goodJ.size() = 14 | err = 0.5225027442371021
n = 911 | d = 721 | goodJ.size() = 16 | err = 0.5225027442371021
n = 911 | d = 731 | goodJ.size() = 21 | err = 0.5049396267837541
n = 911 | d = 741 | goodJ.size() = 14 | err = 0.4829857299670692
n = 911 | d = 751 | goodJ.size() = 12 | err = 0.4994511525795829
n = 911 | d = 761 | goodJ.size() = 20 | err = 0.5060373216245884
n = 911 | d = 771 | goodJ.size() = 23 | err = 0.4763995609220637
n = 911 | d = 781 | goodJ.size() = 13 | err = 0.5071350164654226
n = 911 | d = 791 | goodJ.size() = 18 | err = 0.5082327113062569
n = 911 | d = 801 | goodJ.size() = 23 | err = 0.5027442371020856
n = 911 | d = 811 | goodJ.size() = 20 | err = 0.48957189901207465
n = 911 | d = 821 | goodJ.size() = 20 | err = 0.5071350164654226
n = 911 | d = 831 | goodJ.size() = 21 | err = 0.48847420417124043
n = 911 | d = 841 | goodJ.size() = 17 | err = 0.5093304061470911
n = 911 | d = 851 | goodJ.size() = 22 | err = 0.5071350164654226
n = 911 | d = 861 | goodJ.size() = 25 | err = 0.5005488474204172
n = 911 | d = 871 | goodJ.size() = 23 | err = 0.5137211855104281
n = 911 | d = 881 | goodJ.size() = 18 | err = 0.4994511525795829
n = 911 | d = 891 | goodJ.size() = 22 | err = 0.5148188803512623
n = 911 | d = 901 | goodJ.size() = 23 | err = 0.46871569703622395
n = 911 | d = 911 | goodJ.size() = 19 | err = 0.4950603732162459
n = 911 | d = 921 | goodJ.size() = 19 | err = 0.5071350164654226
n = 911 | d = 931 | goodJ.size() = 22 | err = 0.5225027442371021
n = 911 | d = 941 | goodJ.size() = 27 | err = 0.4950603732162459
n = 911 | d = 951 | goodJ.size() = 17 | err = 0.48957189901207465
n = 911 | d = 961 | goodJ.size() = 23 | err = 0.5192096597145993
n = 911 | d = 971 | goodJ.size() = 24 | err = 0.5071350164654226
n = 911 | d = 981 | goodJ.size() = 22 | err = 0.5093304061470911
n = 911 | d = 991 | goodJ.size() = 16 | err = 0.4818880351262349
n = 921 | d = 1 | goodJ.size() = 0 | err = 0.483170466883822
n = 921 | d = 11 | goodJ.size() = 1 | err = 0.5211726384364821
n = 921 | d = 21 | goodJ.size() = 0 | err = 0.485342019543974
n = 921 | d = 31 | goodJ.size() = 0 | err = 0.47774158523344196
n = 921 | d = 41 | goodJ.size() = 4 | err = 0.5287730727470141
n = 921 | d = 51 | goodJ.size() = 0 | err = 0.496199782844734
n = 921 | d = 61 | goodJ.size() = 2 | err = 0.5146579804560261
n = 921 | d = 71 | goodJ.size() = 4 | err = 0.482084690553746
n = 921 | d = 81 | goodJ.size() = 1 | err = 0.496199782844734
n = 921 | d = 91 | goodJ.size() = 3 | err = 0.48859934853420195
n = 921 | d = 101 | goodJ.size() = 1 | err = 0.4657980456026059
n = 921 | d = 111 | goodJ.size() = 3 | err = 0.5135722041259501
n = 921 | d = 121 | goodJ.size() = 0 | err = 0.5233441910966341
n = 921 | d = 131 | goodJ.size() = 2 | err = 0.48751357220412594
n = 921 | d = 141 | goodJ.size() = 1 | err = 0.509229098805646
n = 921 | d = 151 | goodJ.size() = 6 | err = 0.505971769815418
n = 921 | d = 161 | goodJ.size() = 2 | err = 0.47991313789359397
n = 921 | d = 171 | goodJ.size() = 7 | err = 0.499457111834962
n = 921 | d = 181 | goodJ.size() = 4 | err = 0.511400651465798
n = 921 | d = 191 | goodJ.size() = 4 | err = 0.509229098805646
n = 921 | d = 201 | goodJ.size() = 4 | err = 0.496199782844734
n = 921 | d = 211 | goodJ.size() = 2 | err = 0.499457111834962
n = 921 | d = 221 | goodJ.size() = 7 | err = 0.49185667752442996
n = 921 | d = 231 | goodJ.size() = 3 | err = 0.48968512486427795
n = 921 | d = 241 | goodJ.size() = 7 | err = 0.5200868621064061
n = 921 | d = 251 | goodJ.size() = 5 | err = 0.512486427795874
n = 921 | d = 261 | goodJ.size() = 9 | err = 0.5157437567861021
n = 921 | d = 271 | goodJ.size() = 7 | err = 0.498371335504886
n = 921 | d = 281 | goodJ.size() = 5 | err = 0.50271444082519
n = 921 | d = 291 | goodJ.size() = 5 | err = 0.503800217155266
n = 921 | d = 301 | goodJ.size() = 6 | err = 0.49728555917481
n = 921 | d = 311 | goodJ.size() = 7 | err = 0.5146579804560261
n = 921 | d = 321 | goodJ.size() = 9 | err = 0.510314875135722
n = 921 | d = 331 | goodJ.size() = 4 | err = 0.496199782844734
n = 921 | d = 341 | goodJ.size() = 13 | err = 0.50814332247557
n = 921 | d = 351 | goodJ.size() = 11 | err = 0.47339847991313794
n = 921 | d = 361 | goodJ.size() = 14 | err = 0.5363735070575462
n = 921 | d = 371 | goodJ.size() = 10 | err = 0.498371335504886
n = 921 | d = 381 | goodJ.size() = 11 | err = 0.5168295331161781
n = 921 | d = 391 | goodJ.size() = 14 | err = 0.494028230184582
n = 921 | d = 401 | goodJ.size() = 2 | err = 0.498371335504886
n = 921 | d = 411 | goodJ.size() = 4 | err = 0.484256243213898
n = 921 | d = 421 | goodJ.size() = 9 | err = 0.47991313789359397
n = 921 | d = 431 | goodJ.size() = 11 | err = 0.501628664495114
n = 921 | d = 441 | goodJ.size() = 8 | err = 0.494028230184582
n = 921 | d = 451 | goodJ.size() = 9 | err = 0.48642779587404994
n = 921 | d = 461 | goodJ.size() = 14 | err = 0.511400651465798
n = 921 | d = 471 | goodJ.size() = 11 | err = 0.49185667752442996
n = 921 | d = 481 | goodJ.size() = 10 | err = 0.49185667752442996
n = 921 | d = 491 | goodJ.size() = 7 | err = 0.49294245385450597
n = 921 | d = 501 | goodJ.size() = 13 | err = 0.5190010857763301
n = 921 | d = 511 | goodJ.size() = 9 | err = 0.47231270358306193
n = 921 | d = 521 | goodJ.size() = 3 | err = 0.49294245385450597
n = 921 | d = 531 | goodJ.size() = 19 | err = 0.5190010857763301
n = 921 | d = 541 | goodJ.size() = 13 | err = 0.511400651465798
n = 921 | d = 551 | goodJ.size() = 9 | err = 0.496199782844734
n = 921 | d = 561 | goodJ.size() = 13 | err = 0.503800217155266
n = 921 | d = 571 | goodJ.size() = 18 | err = 0.511400651465798
n = 921 | d = 581 | goodJ.size() = 10 | err = 0.505971769815418
n = 921 | d = 591 | goodJ.size() = 11 | err = 0.49077090119435396
n = 921 | d = 601 | goodJ.size() = 11 | err = 0.5222584147665581
n = 921 | d = 611 | goodJ.size() = 15 | err = 0.501628664495114
n = 921 | d = 621 | goodJ.size() = 12 | err = 0.5298588490770901
n = 921 | d = 631 | goodJ.size() = 19 | err = 0.48099891422366997
n = 921 | d = 641 | goodJ.size() = 18 | err = 0.5352877307274702
n = 921 | d = 651 | goodJ.size() = 14 | err = 0.47882736156351796
n = 921 | d = 661 | goodJ.size() = 8 | err = 0.49294245385450597
n = 921 | d = 671 | goodJ.size() = 15 | err = 0.484256243213898
n = 921 | d = 681 | goodJ.size() = 14 | err = 0.49728555917481
n = 921 | d = 691 | goodJ.size() = 19 | err = 0.5298588490770901
n = 921 | d = 701 | goodJ.size() = 14 | err = 0.49728555917481
n = 921 | d = 711 | goodJ.size() = 12 | err = 0.5179153094462541
n = 921 | d = 721 | goodJ.size() = 22 | err = 0.5168295331161781
n = 921 | d = 731 | goodJ.size() = 22 | err = 0.482084690553746
n = 921 | d = 741 | goodJ.size() = 27 | err = 0.47882736156351796
n = 921 | d = 751 | goodJ.size() = 20 | err = 0.5211726384364821
n = 921 | d = 761 | goodJ.size() = 16 | err = 0.45059717698154184
n = 921 | d = 771 | goodJ.size() = 17 | err = 0.509229098805646
n = 921 | d = 781 | goodJ.size() = 20 | err = 0.500542888165038
n = 921 | d = 791 | goodJ.size() = 18 | err = 0.512486427795874
n = 921 | d = 801 | goodJ.size() = 26 | err = 0.5244299674267101
n = 921 | d = 811 | goodJ.size() = 24 | err = 0.495114006514658
n = 921 | d = 821 | goodJ.size() = 28 | err = 0.499457111834962
n = 921 | d = 831 | goodJ.size() = 25 | err = 0.5146579804560261
n = 921 | d = 841 | goodJ.size() = 20 | err = 0.4690553745928339
n = 921 | d = 851 | goodJ.size() = 20 | err = 0.507057546145494
n = 921 | d = 861 | goodJ.size() = 15 | err = 0.501628664495114
n = 921 | d = 871 | goodJ.size() = 21 | err = 0.496199782844734
n = 921 | d = 881 | goodJ.size() = 15 | err = 0.5146579804560261
n = 921 | d = 891 | goodJ.size() = 24 | err = 0.500542888165038
n = 921 | d = 901 | goodJ.size() = 24 | err = 0.47665580890336595
n = 921 | d = 911 | goodJ.size() = 20 | err = 0.5244299674267101
n = 921 | d = 921 | goodJ.size() = 16 | err = 0.5168295331161781
n = 921 | d = 931 | goodJ.size() = 27 | err = 0.499457111834962
n = 921 | d = 941 | goodJ.size() = 14 | err = 0.5168295331161781
n = 921 | d = 951 | goodJ.size() = 22 | err = 0.5222584147665581
n = 921 | d = 961 | goodJ.size() = 26 | err = 0.47557003257328995
n = 921 | d = 971 | goodJ.size() = 18 | err = 0.49185667752442996
n = 921 | d = 981 | goodJ.size() = 29 | err = 0.49294245385450597
n = 921 | d = 991 | goodJ.size() = 21 | err = 0.496199782844734
n = 931 | d = 1 | goodJ.size() = 0 | err = 0.518796992481203
n = 931 | d = 11 | goodJ.size() = 3 | err = 0.5037593984962406
n = 931 | d = 21 | goodJ.size() = 0 | err = 0.49301825993555315
